
17.2,234.4,0,2014-01-01:00,2.8,50,452,8.7,110,,d,0,1011,final,38,1018,0,110,17.2,2013-12-31T16:00:00,2014-01-01T00:00:00,1388534400,1.3,16,214,5.2,2.4,Clear Sky
16.6,243.3,0,2014-01-01:01,2.6,0,0,-1.9,0,,n,0,1011,final,39,1018,0,0,16.6,2013-12-31T17:00:00,2014-01-01T01:00:00,1388538000,0,16,206,2.8,1.6,Clear Sky
14.6,251,0,2014-01-01:02,4,0,0,-13.4,0,,n,0,1012,final,49,1019,0,0,14.6,2013-12-31T18:00:00,2014-01-01T02:00:00,1388541600,0,16,204,2.4,1.6,Clear Sky
13.2,258.3,0,2014-01-01:03,8.2,0,0,-25.4,0,,n,0,1012,final,72,1019,0,0,13.2,2013-12-31T19:00:00,2014-01-01T03:00:00,1388545200,0,16,208,1.6,0.8,Clear Sky
12.5,265.7,0,2014-01-01:04,9.9,0,0,-37.7,0,,n,0,1012,final,84,1019,0,0,12.5,2013-12-31T20:00:00,2014-01-01T04:00:00,1388548800,0,13,212,2,0.4,Clear Sky
11.7,274.1,0,2014-01-01:05,9.9,0,0,-50.1,0,,n,0,1012,final,89,1019,0,0,11.7,2013-12-31T21:00:00,2014-01-01T05:00:00,1388552400,0,9,128,2.4,0.4,Clear Sky
11.6,285.7,0,2014-01-01:06,9.8,0,0,-62.3,0,,n,0,1013,final,89,1019,0,0,11.6,2013-12-31T22:00:00,2014-01-01T06:00:00,1388556000,0,6,78,2.8,0.8,Clear Sky
11.1,308,8,2014-01-01:07,9.2,0,0,-73.5,0,,n,0,1012,final,88,1019,0,0,11.1,2013-12-31T23:00:00,2014-01-01T07:00:00,1388559600,0,6,66,2.8,0.8,Few clouds
11,4.3,50,2014-01-01:08,8.9,0,0,-79,0,,n,0,1012,final,87,1019,0,0,11,2014-01-01T00:00:00,2014-01-01T08:00:00,1388563200,0,3,60,2.4,0.8,Broken clouds
10,55.8,87,2014-01-01:09,7.9,0,0,-72.3,0,,n,0,1012,final,87,1019,0,0,10,2014-01-01T01:00:00,2014-01-01T09:00:00,1388566800,0,3,56,2.4,0.8,Overcast clouds
9,76,25,2014-01-01:10,7.9,0,0,-60.9,0,,n,0,1012,final,93,1019,0,0,9,2014-01-01T02:00:00,2014-01-01T10:00:00,1388570400,0,2,38,2.4,1.6,Haze
9.1,87,0,2014-01-01:11,7.4,0,0,-48.6,0,,n,0,1012,final,89,1019,0,0,9.1,2014-01-01T03:00:00,2014-01-01T11:00:00,1388574000,0,2,46,2.8,1.6,Haze
8.2,95.2,0,2014-01-01:12,6.5,0,0,-36.2,0,,n,0,1012,final,89,1019,0,0,8.2,2014-01-01T04:00:00,2014-01-01T12:00:00,1388577600,0,3,48,2.8,1.6,Clear Sky
5.7,102.5,0,2014-01-01:13,5.9,0,0,-23.9,0,,n,0,1012,final,93,1019,0,0,7,2014-01-01T05:00:00,2014-01-01T13:00:00,1388581200,0,3,42,3.2,2,Clear Sky
5.9,109.8,0,2014-01-01:14,4.6,0,0,-12,0,,n,0,1012,final,84,1019,0,0,7.2,2014-01-01T06:00:00,2014-01-01T14:00:00,1388584800,0,4,36,3.6,2,Clear Sky
5.7,117.7,0,2014-01-01:15,4,0,0,-0.6,0,,n,0,1012,final,81,1019,0,0,7,2014-01-01T07:00:00,2014-01-01T15:00:00,1388588400,0,4,32,3.6,2,Clear Sky
8.5,126.7,0,2014-01-01:16,4.9,55,491,9.9,130,,d,0,1013,final,78,1019,0,130,8.5,2014-01-01T08:00:00,2014-01-01T16:00:00,1388592000,1.1,4,26,3.2,1.6,Clear Sky
11.6,137.3,0,2014-01-01:17,5.2,78,684,19.2,296,,d,0,1013,final,65,1020,0,296,11.6,2014-01-01T09:00:00,2014-01-01T17:00:00,1388595600,1.5,5,26,3.6,1.2,Clear Sky
15.1,149.9,0,2014-01-01:18,3.9,92,777,26.6,433,,d,0,1013,final,47,1020,0,433,15.1,2014-01-01T10:00:00,2014-01-01T18:00:00,1388599200,2,5,348,3.6,0.4,Clear Sky
17.6,164.7,0,2014-01-01:19,2.4,99,821,31.4,520,,d,0,1012,final,36,1019,0,520,17.6,2014-01-01T11:00:00,2014-01-01T19:00:00,1388602800,2.7,5,298,4,0.4,Clear Sky
18.4,180.9,0,2014-01-01:20,1.6,101,833,33,548,,d,0,1011,final,30,1018,0,548,19.6,2014-01-01T12:00:00,2014-01-01T20:00:00,1388606400,3.1,6,294,4.4,0.4,Clear Sky
20,197.1,0,2014-01-01:21,4.1,99,818,31,514,,d,0,1011,final,33,1017,0,514,21,2014-01-01T13:00:00,2014-01-01T21:00:00,1388610000,2.9,6,232,4.8,0.37,Clear Sky
18.3,211.6,0,2014-01-01:22,8.1,91,769,25.9,420,,d,0,1010,final,49,1017,0,420,19,2014-01-01T14:00:00,2014-01-01T22:00:00,1388613600,2.3,5,40,4.8,1.12,Clear Sky
18.7,224.1,0,2014-01-01:23,9,76,670,18.3,279,,d,0,1010,final,51,1017,0,279,19.4,2014-01-01T15:00:00,2014-01-01T23:00:00,1388617200,1.7,6,40,4.8,1.2,Clear Sky
18.1,234.4,0,2014-01-02:00,9.5,51,456,8.8,112,,d,0,1010,final,55,1017,0,112,18.7,2014-01-01T16:00:00,2014-01-02T00:00:00,1388620800,1.3,6,40,2.4,1.2,Clear Sky
16.1,243.3,0,2014-01-02:01,8.8,0,0,-1.8,0,,n,0,1010,final,62,1017,0,0,16.1,2014-01-01T17:00:00,2014-01-02T01:00:00,1388624400,0,7,40,2,1.2,Clear Sky
14.3,251.1,0,2014-01-02:02,6.6,0,0,-13.3,0,,n,0,1010,final,60,1017,0,0,14.3,2014-01-01T18:00:00,2014-01-02T02:00:00,1388628000,0,10,40,2,0.4,Clear Sky
13.6,258.3,0,2014-01-02:03,8.9,0,0,-25.2,0,,n,0,1011,final,73,1018,0,0,13.6,2014-01-01T19:00:00,2014-01-02T03:00:00,1388631600,0,9,40,2.4,0.4,Clear Sky
12.7,265.7,0,2014-01-02:04,9.3,0,0,-37.5,0,,n,0,1011,final,80,1018,0,0,12.7,2014-01-01T20:00:00,2014-01-02T04:00:00,1388635200,0,8,40,3.2,0.8,Clear Sky
12.1,274.1,0,2014-01-02:05,9.3,0,0,-49.9,0,,n,0,1011,final,83,1018,0,0,12.1,2014-01-01T21:00:00,2014-01-02T05:00:00,1388638800,0,8,40,3.6,1.6,Clear Sky
11.6,285.7,0,2014-01-02:06,9.1,0,0,-62.2,0,,n,0,1011,final,85,1018,0,0,11.6,2014-01-01T22:00:00,2014-01-02T06:00:00,1388642400,0,6,40,4.4,2,Clear Sky
11.1,307.9,0,2014-01-02:07,8.3,0,0,-73.3,0,,n,0,1011,final,83,1018,0,0,11.1,2014-01-01T23:00:00,2014-01-02T07:00:00,1388646000,0,7,40,4.4,2.4,Clear Sky
11.7,3.8,0,2014-01-02:08,5.3,0,0,-78.9,0,,n,0,1011,final,65,1018,0,0,11.7,2014-01-02T00:00:00,2014-01-02T08:00:00,1388649600,0,11,40,4.4,2.4,Clear Sky
13.6,55.4,0,2014-01-02:09,0.2,0,0,-72.3,0,,n,0,1011,final,40,1018,0,0,13.6,2014-01-02T01:00:00,2014-01-02T09:00:00,1388653200,0,16,40,4,0.37,Clear Sky
14.4,75.8,0,2014-01-02:10,-2.5,0,0,-60.9,0,,n,0,1011,final,31,1018,0,0,14.4,2014-01-02T02:00:00,2014-01-02T10:00:00,1388656800,0,16,40,4,1.5,Clear Sky
14.4,86.8,0,2014-01-02:11,-2.9,0,0,-48.6,0,,n,0,1011,final,30,1018,0,0,14.4,2014-01-02T03:00:00,2014-01-02T11:00:00,1388660400,0,16,35,4,1.5,Clear Sky
14.4,95.1,0,2014-01-02:12,-3.4,0,0,-36.2,0,,n,0,1011,final,29,1017,0,0,14.4,2014-01-02T04:00:00,2014-01-02T12:00:00,1388664000,0,16,40,4,1.5,Clear Sky
14.1,102.4,0,2014-01-02:13,-3.6,0,0,-23.9,0,,n,0,1011,final,29,1017,0,0,14.1,2014-01-02T05:00:00,2014-01-02T13:00:00,1388667600,0,16,15,4.4,1.5,Clear Sky
13.3,109.7,0,2014-01-02:14,-3.4,0,0,-12,0,,n,0,1011,final,31,1018,0,0,13.3,2014-01-02T06:00:00,2014-01-02T14:00:00,1388671200,0,16,25,4.4,1.5,Clear Sky
13.6,117.6,0,2014-01-02:15,-3.2,0,0,-0.6,0,,n,0,1011,final,31,1018,0,0,13.6,2014-01-02T07:00:00,2014-01-02T15:00:00,1388674800,0,16,35,4,1.12,Clear Sky
15.3,126.5,0,2014-01-02:16,-2.7,55,490,9.9,130,,d,0,1011,final,29,1018,0,130,15.3,2014-01-02T08:00:00,2014-01-02T16:00:00,1388678400,1.3,16,65,5.2,0.37,Clear Sky
17.2,137.1,0,2014-01-02:17,-2.3,78,684,19.2,296,,d,0,1012,final,24,1018,0,296,18.6,2014-01-02T09:00:00,2014-01-02T17:00:00,1388682000,1.7,16,95,4.8,1.12,Clear Sky
20.6,149.8,0,2014-01-02:18,-2.1,92,777,26.6,433,,d,0,1012,final,20,1018,0,433,21.8,2014-01-02T10:00:00,2014-01-02T18:00:00,1388685600,2.3,16,125,4,1.2,Clear Sky
23.3,164.6,0,2014-01-02:19,-2.3,99,821,31.5,522,,d,0,1011,final,17,1017,0,522,24.3,2014-01-02T11:00:00,2014-01-02T19:00:00,1388689200,2.7,16,155,4,0.8,Clear Sky
24.9,180.8,0,2014-01-02:20,-3.6,102,834,33.1,550,,d,0,1010,final,14,1016,0,550,25.9,2014-01-02T12:00:00,2014-01-02T20:00:00,1388692800,2.5,16,180,4.4,0.4,Clear Sky
25.7,196.9,0,2014-01-02:21,-2.2,99,819,31.1,516,,d,0,1009,final,15,1015,0,516,26.6,2014-01-02T13:00:00,2014-01-02T21:00:00,1388696400,1.8,16,210,4.8,1.2,Clear Sky
25,211.6,0,2014-01-02:22,4.7,91,771,26,422,,d,0,1008,final,26,1015,0,422,25.7,2014-01-02T14:00:00,2014-01-02T22:00:00,1388700000,1.2,16,240,5.2,1.2,Clear Sky
